,微博id,评论页码,评论id,评论时间,评论者赞数,评论者IP归属地,评论者姓名,评论者id,评论者性别,评论者关注数,评论者粉丝数,评论内容,comment_processed,cluster
1778,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:42,0,来自广东,栗子蛋糕太好吃了吧,5496145419,女,306,148,殴打长达十分钟，列车员呢,殴打长达十分钟列车员呢,5
1779,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:42,0,来自河南,阿良木桑1,3546954264,男,22,41,报警啊，等什么呢，想这个只要动手顺手一躺，狠一点给自己来个轻微脑震荡，最好把这三个全都弄进去，弄个案底,报警啊等什么呢想这个只要动手顺手一躺狠一点给自己来个轻微脑震荡最好把这三个全都弄进去弄个案底,1
1780,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:42,1,来自广东,木岛君,6163085102,男,41,1,拍视频的人更下头吧！不上去拦着，还在那拍,拍视频的人更下头吧不上去拦着还在那拍,0
1781,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:42,0,来自陕西,那年冬天风在吹yc,5181247537,女,822,951,在飞机上我也遇到过类似这种人，后排那人两只脚岔开直接伸到我的座位扶手上，还一直捶椅子背，一路上太憋屈了。,在飞机上我也遇到过类似这种人后排那人两只脚岔开直接伸到我的座位扶手上还一直捶椅子背一路上太憋屈了,0
1782,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:42,0,来自四川,弥鹿-快乐版,5325143462,男,674,283,建议一年禁止乘车，然后再去监狱体验15天生活,建议一年禁止乘车然后再去监狱体验15天生活,2
1783,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:41,0,来自陕西,火箭炮冲啊,5998254638,男,408,162,建议关在狼卷里,建议关在狼卷里,0
1784,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:41,0,来自四川,苏小妹的大裤衩,3822769082,男,53,75,特么的血性呢？打回来啊，别指望什么正当防卫，法律保护不了你一点儿。,特么的血性呢打回来啊别指望什么正当防卫法律保护不了你一点儿,2
1785,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:41,0,来自北京,伤心是无人能代替,5436718936,男,227,53,高铁乘警呢？,高铁乘警呢,3
1786,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:41,0,来自广东,01飞舞的蒲公英,1840599910,女,1074,258,成立高铁不文明黑名单吧，本来票就很难买，占座的人禁止一年内不准买票，这个12306是可以做到的吧，打人的禁5年,成立高铁不文明黑名单吧本来票就很难买占座的人禁止一年内不准买票这个12306是可以做到的吧打人的禁5年,3
1787,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:40,1,来自江苏,彭圣杰SaintJay_Peng,2218345333,男,464,733,又有人在挑起男女对立虚空输出了属于是啊,又有人在挑起男女对立虚空输出了属于是啊,4
1788,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:40,0,来自四川,真心小事,7477262878,女,386,403,一天到晚不是高铁就是地铁,一天到晚不是高铁就是地铁,3
1789,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:40,0,来自北京,子衿_53,2923278653,女,713,338,正常消费，根本没买到应得的服务，消费者合法权益受到这样的无理侵害，这位女士应该首先向高铁部门索赔。,正常消费根本没买到应得的服务消费者合法权益受到这样的无理侵害这位女士应该首先向高铁部门索赔,4
1790,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:40,0,来自广西,吃芒果的葡萄恰,7269438129,男,267,0,什么物种啊,什么物种啊,0
1791,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:40,1,来自广东,人菜瘾大李材韩,1988122387,男,4266,644,该地区是不是还有黑社会啊,该地区是不是还有黑社会啊,5
1792,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:40,0,来自四川,苏小妹的大裤衩,3822769082,男,53,75,十分钟? ? ? ?,十分钟?,2
1793,4950000000000000.0,101,4950000000000000.0,2023/9/16 13:40,0,来自广东,清风驰平川,7144663512,男,5013,2582,于心何忍啊,于心何忍啊,0
1794,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:40,3,来自广东,化冰成江入海心,2552637930,女,1137,818,拿起化妆笔刷十秒到达现场。被殴打十分钟还没到达现场。,拿起化妆笔刷十秒到达现场被殴打十分钟还没到达现场,0
1795,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:40,0,来自河南,名自来,2971783274,男,92,40,@喝够水了没有,@喝够水了没有,3
1796,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:40,0,来自北京,阿浩的狗子,6006009304,男,38,3,拘，罚，永远别tm在座高铁,拘罚永远别tm在座高铁,4
1797,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:40,0,来自浙江,commentsensibly加1,1845464762,男,301,400,这不比化妆厉害啊,这不比化妆厉害啊,0
1798,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:40,0,来自山东,醉爱年少轻狂时,6440831773,男,136,5,坏人需要回炉炼炼啊,坏人需要回炉炼炼啊,2
1799,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:40,0,来自江苏,叫什么好呢大笨鹅吧,1220605953,男,1974,281,这种人应该终身禁止坐高铁,这种人应该终身禁止坐高铁,1
1800,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:40,0,来自福建,bbblue1,2308178735,男,142,4,同车厢的冷漠了10分钟，真无语,同车厢的冷漠了10分钟真无语,3
1801,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:40,1,来自河南,窟璇,7273081413,男,14,0,高铁乘务员呢 ，打十分钟？这动静那么大，乘务员人呢,高铁乘务员呢 打十分钟这动静那么大乘务员人呢,0
1802,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:40,0,来自广东,Elizabeth曰梦,1896869960,女,78,109,怎么这样子？？？,怎么这样子,5
1803,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:40,0,来自江苏,花崽子花崽子,6283214982,女,13,40,等后续🙏,等后续🙏,0
1804,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:39,0,来自辽宁,一杯咖啡的下午时光,1454981493,男,137,961,介入是什么意思？打人的不是应该刑拘吗？,介入是什么意思打人的不是应该刑拘吗,5
1805,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:39,2,来自上海,尘土飞扬01,1787657390,女,147,95,10分钟……没人劝架，没乘警？,10分钟……没人劝架没乘警,5
1806,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:39,0,来自陕西,博览群书本博,7766313363,女,107,2,法治社会啊，我天,法治社会啊我天,0
1807,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:39,1,来自贵州,是兔奶糖呀,5534593591,女,274,117,打你，就躺着吧，5万块,打你就躺着吧5万块,0
1808,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:39,0,来自山西,肉桃子_,2806510327,女,713,393,此生别让他们三坐高铁，算了什么都别坐了,此生别让他们三坐高铁算了什么都别坐了,3
1809,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:39,1,来自云南,LING小姐的一百万,3137202371,女,552,152,现在这种人很多，常常来调座位，不调还骂人,现在这种人很多常常来调座位不调还骂人,0
1810,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:39,0,来自北京,衣谷RichPoor,6628847376,女,222,105,@君未- 我想到我每回坐火车都能看见乘客吵架的,@君未- 我想到我每回坐火车都能看见乘客吵架的,3
1811,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:38,0,来自广东,昭華同学,2081545611,男,817,356,为了个座位就打人，为了其他东西，岂不是得劈人了,为了个座位就打人为了其他东西岂不是得劈人了,3
1812,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:38,0,来自广东,miroor-,6231954240,女,195,57,他们疯了么！,他们疯了么,5
1813,4950000000000000.0,102,4950000000000000.0,2023/9/16 13:38,24,来自上海,现代医学专治各种不服,7078758630,女,450,69,拳夫又大展身手了,拳夫又大展身手了,1
1814,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:38,0,来自四川,吴阿米米,5032115406,女,127,5,直接黑名单,直接黑名单,1
1815,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:37,0,来自山西,当归与猎豹,7555449202,女,199,23,家人们，有钱马上都去学散打，天天看咱们这种好人被坏人的欺负，气不打一处来,家人们有钱马上都去学散打天天看咱们这种好人被坏人的欺负气不打一处来,0
1816,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:37,0,来自上海,不让改昵称就要改,5197200338,男,375,14,十分钟也没人帮忙,十分钟也没人帮忙,3
1817,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:37,0,来自四川,哈哈哈哈-猪,2705792013,男,531,135,殴打10分钟？10分钟时间乘警呢,殴打10分钟10分钟时间乘警呢,3
1818,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:37,224,来自重庆,鸽子爱吃担担面,6331774468,男,934,1286,建议死刑，明显有保护伞,建议死刑明显有保护伞,5
1819,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:37,0,来自安徽,佩玉锵锵-,6158403239,女,1580,361,太吓人了,太吓人了,3
1820,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:37,0,来自北京,大胡子猫_,1941641081,男,259,753,曝光！,曝光,0
1821,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:36,0,来自辽宁,凹凸曼的方便面,1650026947,男,88,19,全家黑名单好不好？,全家黑名单好不好,3
1822,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:36,0,来自山东,魔法少女韩朵朵,7796826966,女,154,18,乘务组呢？？？,乘务组呢,0
1823,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:36,0,来自河南,段悦筝,5900705734,女,30,58,直接关进去就好了 啥都不用说,直接关进去就好了 啥都不用说,3
1824,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:36,1,来自江苏,当当那个当当_233,6254342427,女,131,157,买了中秋高铁票，有点怕，怕遇到这种人现在坐高铁的个个不得了,买了中秋高铁票有点怕怕遇到这种人现在坐高铁的个个不得了,3
1825,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:36,81,来自湖北,Tammy-6918,6470068071,女,1262,19,@央视新闻 @央视网 @人民日报 @人民网 @新华社 //@我还叫波猪的海:这。。。高铁上的工作人员哪去了，十分钟。。。这不比高铁上化妆严重？,@央视新闻 @央视网 @人民日报 @人民网 @新华社 //@我还叫波猪的海:这高铁上的工作人员哪去了十分钟这不比高铁上化妆严重,3
1826,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:35,0,来自内蒙古,君猫BaoBao,2819867942,女,54,103,为什么不管,为什么不管,2
1827,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:35,20,来自江西,小不忍Zzzz,5592012449,男,999,2705,乘警又不在,乘警又不在,5
1828,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:35,1,来自安徽,就酱喝风丶,5829151102,女,97,106,所以呀，为什么不拍这种行为举止，而去拍化妆？,所以呀为什么不拍这种行为举止而去拍化妆,5
1829,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:35,0,来自江苏,嘟嘟宝贝199888888,6604559087,女,15,0,不要谅解，让他们蹲,不要谅解让他们蹲,3
1830,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:35,1,来自四川,把你写进我的梦想清单,2493887081,女,227,1.1万,寻衅滋事罪,寻衅滋事罪,4
1831,4950000000000000.0,103,4950000000000000.0,2023/9/16 13:35,0,来自河南,___若只如__,5775973384,女,595,122,现在坐高铁居然这么恐怖，风险太高了,现在坐高铁居然这么恐怖风险太高了,4
1832,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:35,57,来自广东,真的不能被发现,5877307084,男,535,45,十分钟？乘警是死的？,十分钟乘警是死的,3
1833,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:34,95,来自重庆,权哥我是你贤嫂啊,1796201457,女,207,243,能不能取消无座票，都是一样的价格，建议把无座取消,能不能取消无座票都是一样的价格建议把无座取消,0
1834,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:34,2,来自河南,温良恭俭让的刘7喜,7464727835,男,61,1,严惩！！狗胆包天！必须让这几个惹事的长记性,严惩狗胆包天必须让这几个惹事的长记性,3
1835,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:34,0,来自山东,我不是网虫阿,3181627875,男,2034,275,此时希望那个小伙子判官闪现,此时希望那个小伙子判官闪现,0
1836,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:33,0,来自北京,AI入侵者,7870052505,女,56,4,哀哉李女士，座位被占已实惨，岂料换回更遭打。  提醒各位旅途上，座位虽小礼让大。  高铁之旅不愉快，辱骂殴打实可恶。  铁路公安已介入，正义必将伸张处。  希望旅途皆平静，平安顺利勿复起。,哀哉李女士座位被占已实惨岂料换回更遭打 提醒各位旅途上座位虽小礼让大 高铁之旅不愉快辱骂殴打实可恶 铁路公安已介入正义必将伸张处 希望旅途皆平静平安顺利勿复起,0
1837,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:33,2,来自北京,喵小黑小黑喵,5261657850,女,165,172,一定是化妆刷成精了打人对吧,一定是化妆刷成精了打人对吧,4
1838,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:33,0,来自江苏,勇敢的心-199207,5993407063,男,233,131,打人犯法了,打人犯法了,1
1839,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:33,0,来自安徽,cilWZ,5984396229,男,60,18,想一想唐山为什么多黑社会性质组织,想一想唐山为什么多黑社会性质组织,3
1840,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:33,0,来自广西,樱花突击队,1833676644,男,1527,4767,,,0
1841,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:32,0,来自山东,大脸石榴妹,3019531757,女,822,230,高铁上的牛鬼蛇神怎么那么多，好好坐车到达目的地不行吗？净惹事真无语,高铁上的牛鬼蛇神怎么那么多好好坐车到达目的地不行吗净惹事真无语,3
1842,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:32,0,来自河北,经典翡翠珠宝,7768255802,男,8,1,十分钟车上的警察都没到吗,十分钟车上的警察都没到吗,3
1843,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:32,1,来自安徽,刷微博不如多读书,5631942961,女,527,549,全家黑名单吧,全家黑名单吧,5
1844,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:32,0,来自安徽,春日之犬-嗷呜,5815969768,女,370,5,黑名单高铁没有吗,黑名单高铁没有吗,5
1845,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:32,0,来自河南,fir1117,3859009122,女,983,103,精神损失费十万,精神损失费十万,4
1846,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:32,0,来自陕西,八块儿切糕,1883833177,男,511,276,高铁到底管不管这种事儿啊，每次都是和稀泥么,高铁到底管不管这种事儿啊每次都是和稀泥么,5
1847,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:32,0,来自福建,热剧一速递,1740494953,男,806,1.3万,我觉得扫黑除恶还在进行中吧？,我觉得扫黑除恶还在进行中吧,5
1848,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:32,0,来自安徽,春日之犬-嗷呜,5815969768,女,370,5,这种不能算犯罪了吗,这种不能算犯罪了吗,1
1849,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:32,113,来自广东,幸福并快乐着GGH,2436755223,男,87,171,又是霸占座位，这类人应限制乘坐高铁火车。,又是霸占座位这类人应限制乘坐高铁火车,2
1850,4950000000000000.0,104,4950000000000000.0,2023/9/16 13:32,0,来自广东,李圣欣的猫不吃鱼,2760169121,女,377,272,黑社会吗？,黑社会吗,4
1851,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:31,0,来自辽宁,威尔森的威,2417329825,女,66,109,太可怕了@央视网 @新浪热点,太可怕了@央视网 @新浪热点,3
1852,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:31,7127,来自陕西,源氏奶油蘑菇汤,5099049044,女,924,757,实名制这么久了，做个黑名单很难么？,实名制这么久了做个黑名单很难么,3
1853,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:31,0,来自浙江,_韵之声_,7862026017,女,108,0,高铁不是有乘警吗,高铁不是有乘警吗,0
1854,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:31,0,来自湖北,M喵科动物M,1661603135,女,730,898,这种流氓一定要留下案底,这种流氓一定要留下案底,0
1855,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:31,0,来自北京,Ars0112,6103061532,男,73,8,10分钟？车上没别的活人了么,10分钟车上没别的活人了么,2
1856,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:31,1,来自浙江,每个心跳都在等绝处逢生,5414137757,男,151,164,扫黑除恶应该没结束吧？,扫黑除恶应该没结束吧,2
1857,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:30,1,来自天津,白衣阁·,7541565553,女,68,0,殴打十分钟，这高铁工作人员是死了吗都,殴打十分钟这高铁工作人员是死了吗都,4
1858,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:30,2,来自江苏,呼啦啦虎啦,6861898003,女,434,54,这么难舍难分吗？座位非要坐一起？,这么难舍难分吗座位非要坐一起,4
1859,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:30,2,来自湖北,是JUJU-呀,2742817351,女,320,365,这他妈都是什么人啊？能不能把她们拉黑以后不许坐高铁了？,这他妈都是什么人啊能不能把她们拉黑以后不许坐高铁了,2
1860,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:30,1335,来自陕西,游戏投投机,6468421833,女,9865,332.3万,这时候就需要高铁判官这样的勇士了,这时候就需要高铁判官这样的勇士了,4
1861,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:29,12,来自上海,Sirius_老Ben啃番茄,1729095997,女,2489,24.2万,可真阳刚,可真阳刚,4
1862,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:29,0,来自江苏,简简单单的天星,3909201114,男,2181,171,,,0
1863,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:29,0,来自四川,老苗的幸福,2190443765,女,282,91,三个人打一个人疯了吧！这会互殴？？,三个人打一个人疯了吧这会互殴,5
1864,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:29,0,来自河北,京东券叔,1876872047,男,11948,22.9万,想看后续,想看后续,0
1865,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:27,0,来自北京,蝶翅轻展_zyl的柠檬vivian,6493269718,女,1378,4673,一定要坚决不和解 走司法,一定要坚决不和解 走司法,3
1866,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:27,0,来自山东,冰先生冰先生,5489103545,男,7659,2139,必须判刑！！！！！！,必须判刑,2
1867,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:27,0,来自陕西,奶油云顶,5217015377,女,166,227,工作人员是干嘛的,工作人员是干嘛的,0
1868,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:27,0,来自湖北,那年六月初七,6133639118,男,469,54,处罚不痛不痒,处罚不痛不痒,4
1869,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:27,3,来自北京,心想事成的娜娜酱,2562855423,女,55,51,绝了吧赶紧的,绝了吧赶紧的,3
1870,4950000000000000.0,105,4950000000000000.0,2023/9/16 13:27,767,来自四川,桃酱果子,1289129947,女,1023,354,终生禁止搭乘高铁动车不就解决了这些恶霸,终生禁止搭乘高铁动车不就解决了这些恶霸,0
1871,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:26,0,来自河南,HA嘴里,6489759675,男,5428,33,以后可以开车出差了,以后可以开车出差了,0
1872,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:25,197,来自山东,你以为的并不是,6457366702,男,281,48,不会又定性为互殴吧,不会又定性为互殴吧,4
1873,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:23,1,来自河北,还有名字可用不,5268562660,女,320,7,谁说我国出生率低的小小的一个车厢，就能出三个,谁说我国出生率低的小小的一个车厢就能出三个,3
1874,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:20,6,来自陕西,凯利马克,2129617071,男,2305,1063,就是对这种东西惩罚太轻 所以不守规矩的人还是很多,就是对这种东西惩罚太轻 所以不守规矩的人还是很多,2
1875,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:15,7987,来自广东,你好叻啊十仔,3905312283,女,480,3800,三个人及以上可以定性为黑社会团伙性质了吧,三个人及以上可以定性为黑社会团伙性质了吧,1
1876,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:15,1,来自北京,糖闪闪小仙女,5678871751,女,608,156,短途，非坐一起真有病,短途非坐一起真有病,1
1877,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:14,18637,来自江西,我还叫波猪的海,3055820073,女,385,250,这。。。高铁上的工作人员哪去了，十分钟。。。这不比高铁上化妆严重？,这高铁上的工作人员哪去了十分钟这不比高铁上化妆严重,1
1878,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:12,4,来自浙江,妠姒妜,6458694903,女,179,0,为什么每天都有这种事？因为国家社会的纵容，保护加害者，真烂啊,为什么每天都有这种事因为国家社会的纵容保护加害者真烂啊,2
1879,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:08,4690,来自广东,菠萝他杀,5022071798,女,128,177,乘务员呢乘警呢看着好疼,乘务员呢乘警呢看着好疼,0
1880,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:04,6,来自山东,春风十里不如你三月桃花相映红,6869809061,女,908,134,没人帮忙么,没人帮忙么,1
1881,4950000000000000.0,106,4950000000000000.0,2023/9/16 13:00,4263,来自陕西,得到了想得到的,6119148856,女,69,9,不对不对，化妆比占座打人危害大,不对不对化妆比占座打人危害大,4
1882,4950000000000000.0,106,4950000000000000.0,2023/9/16 12:59,445,来自北京,锦鲤六宝,5375248381,男,0,64.8万,这是高铁，仗着人多就为所欲为吗？罚款拘留跑不掉了,这是高铁仗着人多就为所欲为吗罚款拘留跑不掉了,4
1883,4950000000000000.0,106,4950000000000000.0,2023/9/16 12:59,713,来自北京,锦鲤六宝,5375248381,男,0,64.8万,高铁判官在哪呢,高铁判官在哪呢,2
1884,4950000000000000.0,106,4950000000000000.0,2023/9/16 11:29,17,来自北京,李李李子黄了,6013969275,男,138,10,故意伤害,故意伤害,4
1885,4950000000000000.0,106,4950000000000000.0,2023/9/16 11:26,8244,来自江苏,白开水就行OK,1970831477,女,333,51,无语了 就是仗着人多势众,无语了 就是仗着人多势众,2
1886,4950000000000000.0,106,4950000000000000.0,2023/9/16 11:24,13383,来自江苏,帝国刘怼王脾气很大,6031632902,男,165,42,太嚣张了吧 这种人就该好好治治,太嚣张了吧 这种人就该好好治治,1
1887,4950000000000000.0,106,4950000000000000.0,2023/9/16 11:23,1,来自河北,龏奭嚻艸,7116139167,女,292,2793,太猖狂了,太猖狂了,0
1888,4950000000000000.0,106,4950000000000000.0,2023/9/16 11:15,25168,来自江苏,不出门干嘛要洗脸,3664115191,男,348,43,赶紧把这种人拉进高铁黑名单！本来抢票就够难的了,赶紧把这种人拉进高铁黑名单本来抢票就够难的了,5
1889,4950000000000000.0,107,4950000000000000.0,2023/9/16 11:14,11,来自美国,·一枚鱼饼·,7672927511,女,47,1026,好可怕……,好可怕……,0
1890,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:14,243,来自河南,个性签名怎么签,7713839964,男,150,102,已抓获嫌犯，说明是人为？,已抓获嫌犯说明是人为,0
1891,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:12,89,来自江苏,Bryant曼巴魂,2345225534,男,816,1205,利用烟花爆竹作案必须严查！逝者安息,利用烟花爆竹作案必须严查逝者安息,0
1892,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:20,63,来自云南,·楠风听夏·,1757061363,女,1047,3.5万,哎，用烟花犯罪，这以后对烟花的管控只会越来越严格,哎用烟花犯罪这以后对烟花的管控只会越来越严格,4
1893,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:14,28,来自河南,绎儿小嘉人,5683710517,女,234,917,严惩不贷！,严惩不贷,5
1894,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:13,23,来自广东,栗香派派,1750197355,女,4345,26.2万,愿逝者安息,愿逝者安息,0
1895,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:24,15,来自山东,徐研玲,1803598905,女,737,2.3万,嫌犯利用烟花爆竹作案作案动机呢？这么不清不楚的,嫌犯利用烟花爆竹作案作案动机呢这么不清不楚的,0
1896,4910000000000000.0,1,4910000000000000.0,2023/6/14 12:52,6,来自天津,Crouse_Yan,1766791741,男,1098,660,我作为土生土长的天津人，实话实说，治安真的有很多问题，包括但不限于各类“有案不立”积累的各种矛盾@最高人民检察院,我作为土生土长的天津人实话实说治安真的有很多问题包括但不限于各类有案不立积累的各种矛盾@最高人民检察院,3
1897,4910000000000000.0,1,4910000000000000.0,2023/6/14 8:47,6,来自天津,是娜娜呀娜娜呀,1907653837,女,232,931,所以别再传燃气爆炸了…,所以别再传燃气爆炸了…,2
1898,4910000000000000.0,1,4910000000000000.0,2023/6/14 8:25,3,来自四川,盒子是也,5603086002,男,298,4883,这应该是涉嫌故意伤害了吧。,这应该是涉嫌故意伤害了吧,5
1899,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:15,8,来自北京,四時若夏,7389417142,男,196,175,卧槽，特么的太可怕了！,卧槽特么的太可怕了,4
1900,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:35,4,来自四川,vicki家的小迷妹,6767383662,女,454,2209,必须严惩 愿逝者安息🙏,必须严惩 愿逝者安息🙏,0
1901,4910000000000000.0,1,4910000000000000.0,2023/6/14 8:42,2,来自河南,原图酱,6063596624,女,1528,14万,人为的啊，太坏了,人为的啊太坏了,3
1902,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:12,3,来自北京,散漫的霍普斯,7400443075,女,1421,1225,严惩违法犯罪嫌疑人！    愿逝者安息,严惩违法犯罪嫌疑人 愿逝者安息,0
1903,4910000000000000.0,1,4910000000000000.0,2023/6/14 8:03,3,来自山东,生态梦人,3468000640,男,19972,283.2万,该事件说明该地区的易燃易爆物品管理不严啊。#寻美中国#,该事件说明该地区的易燃易爆物品管理不严啊#寻美中国#,2
1904,4910000000000000.0,1,4910000000000000.0,2023/6/14 12:34,1,来自北京,北京高生,1902298885,男,469,120.6万,严惩不贷,严惩不贷,5
1905,4910000000000000.0,1,4910000000000000.0,2023/6/14 11:18,1,来自宁夏,慕蕊xy,5857529989,女,3281,2570,愿平安🙏🙏🙏,愿平安🙏🙏🙏,5
1906,4910000000000000.0,1,4910000000000000.0,2023/6/14 8:37,1,来自天津,好大福星0108,7628525444,女,1322,1449,太吓人了,太吓人了,3
1907,4910000000000000.0,1,4910000000000000.0,2023/6/14 8:05,1,来自广东,L初见626,7354296330,男,335,58,必须严惩,必须严惩,1
1908,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:25,4,来自河北,非雨晓鹤,5251450492,男,357,55.5万,必须严惩,必须严惩,1
1909,4910000000000000.0,1,4910000000000000.0,2023/6/14 7:20,2,来自天津,不要熬夜嗷小朋友,7372200532,男,24,264,逝者安息🙏,逝者安息🙏,1
1910,4910000000000000.0,2,4910000000000000.0,2023/6/14 7:19,1,来自浙江,揭秘菌,6138051117,男,567,1.1万,严惩😱,严惩😱,0
1911,4910000000000000.0,2,4910000000000000.0,2023/6/14 7:16,2,来自上海,宁De小棉袄,6375639918,女,1547,10.5万,必须严惩,必须严惩,1
1912,4910000000000000.0,2,4910000000000000.0,2023/6/14 7:14,2,来自辽宁,柠檬向月,7330428006,女,197,85,🙏🙏🙏愿平安,🙏🙏🙏愿平安,5
1913,4910000000000000.0,2,4910000000000000.0,2023/6/14 7:13,2,来自安徽,蜘蛛网络,6071030550,男,47,318,必须枪决！,必须枪决,2
1914,4910000000000000.0,2,4910000000000000.0,2023/6/14 7:12,2,来自湖北,十二次零一,7378981243,男,212,1万,逝者安息,逝者安息,1
